Assignee,L1,L2 - D1,L2 - D2,L3,L4,Avg Fixed,Avg Closed,Avg Reopened,Total Components,Priority Points,Severity Points
256,0.08618,0.08012,0.09602,0.08599,0.06421,2808.361944734,9012.64656704655,0,5,27,66
164,0.10004,0.08476,0.09826,0.08857,0.06421,344.531951032279,8609.94930239665,1.40186915887851,9,110,258
158,0.10189,0.08488,0.07655,0.08999,0.06421,166.0117784912,9728.5573895908,5.76131687242798,6,69,150
190,0.11113,0.07694,0.08139,0.09712,0.06436,908.42126202117,8462.15340729909,1.91754554170662,11,244,561
500,0.12293,0.08237,0.08927,0.09394,0.06421,766.939412664098,9046.73887092407,2.89093298291721,7,173,366
168,0.12497,0.07319,0.07816,0.09468,0.06421,33.1764121781667,8894.896111828,1.50375939849624,3,53,144
254,0.08793,0.08076,0.07158,0.09354,0.06421,214.4457674455,8959.7902097655,0,3,10,24
251,0.03230,0.07317,0.07448,0.06121,0.06411,1366.30457509644,19609.6968491158,3.7940379403794,5,78,192
253,0.11999,0.08139,0.09789,0.09871,0.06421,456.991287447731,9446.44380085675,2.71317829457364,9,302,624
267,0.01098,0.03770,0.02320,0.02655,0.06421,853.375601885667,19940.2233412281,1.45631067961165,3,95,216
167,0.07207,0.07395,0.08943,0.09315,0.06421,300.947249105273,8146.64000153018,0,5,28,66
560,0.00116,0.04592,0.01071,0.00106,0.06200,2182.17918441,2182.31112896,0,1,3,6
187,0.05290,0.08550,0.07075,0.09273,0.06421,245.834445912,2938.63365951433,0,5,13,36
270,0.07647,0.08255,0.08876,0.09283,0.06411,544.898294140857,6645.91378015007,3.71747211895911,5,76,165
1090,0.02856,0.01624,0.01431,0.08518,0.06411,901.199939231556,2787.42799443622,6.45161290322581,5,39,105
338,0.00443,0.03486,0.01648,0.00259,0.06200,1.039445276,2417.473902868,0,1,2,6
182,0.19723,0.09346,0.10757,0.09857,0.06436,52.9001575858261,3675.50155826791,3.98009950248756,5,52,138
142,0.04314,0.07542,0.07282,0.05657,0.06436,50.7229783688571,10372.8533741557,3.44827586206896,3,19,42
32,0.02601,0.06070,0.08069,0.04853,0.06425,1356.01928420346,5264.15662454923,1.8018018018018,6,49,156
78,0.04812,0.07719,0.07340,0.05930,0.06421,1172.503071958,1402.564730674,0,1,2,6
215,0.09275,0.08443,0.09463,0.09180,0.06436,1233.99739913327,8453.98801179041,2.6266416510319,11,120,264
83,0.06087,0.07046,0.06372,0.08699,0.06421,330.5103902572,8175.7601677548,5.04201680672269,4,28,60
185,0.12263,0.08519,0.09908,0.09518,0.06421,438.908826858862,9438.26514851403,2.96052631578947,9,142,348
242,0.00636,0.01355,0.00960,0.07304,0.06200,5.146115228,5128.0000128,0,1,3,6
1900,0.06375,0.08579,0.08454,0.08898,0.06436,1097.00796376933,6395.97314919333,6.06060606060606,6,19,54
132,0.08289,0.07174,0.07799,0.09620,0.06436,5790.271810573,38806.353341616,0,1,4,12
71697,0.02116,0.07024,0.07726,0.02494,0.06242,3428.2222288,3764.232506586,0,2,6,12
759,0.00964,0.05781,0.06411,0.02090,0.06210,449.163624842,499.917793712,0,1,2,6
126,0.03915,0.08454,0.08992,0.08296,0.06411,621.632795084,9932.919738958,0,1,3,6
131,0.05403,0.07477,0.06113,0.09094,0.06411,310.296230167143,7491.69871053357,1.11731843575419,6,29,84
332,0.01301,0.06000,0.06805,0.02746,0.06411,976.962365081,8966.199029537,4.34782608695652,2,11,24
527,0.13008,0.09000,0.10103,0.09385,0.06421,320.961492476915,9244.1595339717,2.03389830508475,11,171,354
140,0.08222,0.06636,0.06450,0.07231,0.06436,128.149302781479,9314.52333913904,1.32450331125828,7,257,576
41,0.03416,0.07229,0.08179,0.02659,0.06411,154.38750191,9504.17074087734,0,1,7,18
32006,0.09422,0.07314,0.07813,0.09148,0.06436,1594.96846143788,8947.16656702392,1.9690576652602,9,143,300
685,0.10054,0.07067,0.06314,0.09667,0.06436,891.125078386103,8440.33597605226,0.871459694989107,7,102,234
146,0.09871,0.07576,0.07490,0.09895,0.06436,405.219031199422,9068.52495699676,1.05448154657294,7,111,270
129,0.08472,0.07889,0.09321,0.05702,0.06436,817.73750139,38634.808626158,12.5,1,3,6
148,0.11729,0.08568,0.09553,0.09603,0.06436,567.35066583809,8968.3487638698,1.85341196293176,15,296,666
99,0.08149,0.07658,0.07425,0.06448,0.06436,804.33274332175,8288.54600898125,0,7,23,48
284,0.08616,0.06777,0.07395,0.08147,0.06436,895.915052698358,9177.54992121467,2.36220472440945,8,257,570
31759,0.01666,0.03397,0.01896,0.04351,0.06421,347.403194652714,16493.8741672517,0.757575757575758,1,75,168
195,0.01575,0.06695,0.05634,0.07555,0.06210,714.577224284,1182.925283318,0,2,9,18
496,0.03666,0.06770,0.06814,0.06525,0.06436,856.909385272693,12961.5360241509,1.37931034482759,2,441,900
54,0.11898,0.08009,0.08169,0.08745,0.06436,454.294102989816,8669.09966166542,2.00333889816361,10,228,522
282,0.01333,0.05784,0.04270,0.05319,0.06421,410.2076128772,7381.8143367048,0,2,13,30
283,0.04115,0.05606,0.05139,0.07295,0.06425,292.6553063998,9580.7644037093,3.10077519379845,3,54,120
88457,0.05564,0.08990,0.09429,0.05649,0.06411,1154.0700572116,6792.4426114652,0,4,15,30
196,0.05322,0.07067,0.06306,0.06105,0.06436,1199.166262832,8295.04925574445,1.47058823529412,2,60,132
192,0.10992,0.08350,0.09710,0.09424,0.06436,735.976595402229,9145.45379371669,2.088772845953,3,86,210
143,0.06747,0.07408,0.06408,0.06290,0.06436,129.21510433875,9697.58913321575,1.98019801980198,2,22,48
9030,0.02709,0.05272,0.04056,0.00943,0.06210,1396.496114708,9700.61528147,8,1,6,12
497,0.04994,0.08088,0.08714,0.08750,0.06421,1336.88488348886,13492.7884931514,2.8169014084507,3,21,42
290,0.03163,0.05355,0.02974,0.08834,0.06411,242.849371603474,8942.9464335899,2.75229357798165,1,52,114
286,0.09951,0.07409,0.08086,0.08921,0.06436,874.80878496925,2925.76510477875,3.00751879699248,2,35,96
309,0.04698,0.06744,0.05969,0.05191,0.06421,540.786852481333,9761.380417771,2.77777777777778,4,19,36
50,0.10166,0.08300,0.09729,0.09247,0.06436,915.425974963,8094.2111807245,3.07692307692308,4,7,24
227,0.07660,0.07884,0.08155,0.06739,0.06421,141.80140633,9095.202518562,0,1,3,6
225,0.02356,0.05635,0.04349,0.07571,0.06421,896.553895732,8645.770560172,0,1,3,6
307,0.02393,0.06703,0.04731,0.07747,0.06411,1392.61203752667,9333.37009368867,3.07692307692308,5,15,36
544,0.03385,0.08027,0.08550,0.05969,0.06411,1164.58762466014,4392.55475140166,0.704225352112676,7,69,174
315,0.02577,0.05900,0.06801,0.03398,0.06421,3922.801258641,7281.835563424,0,1,6,12
107,0.00862,0.04309,0.02845,0.02455,0.06411,210.323937044333,19348.208055722,0,3,16,36
298,0.03719,0.07701,0.08884,0.08518,0.06411,2721.8616113204,6463.9465580728,6.55737704918033,4,13,27
378,0.03537,0.07512,0.08442,0.08439,0.06411,2652.592224616,3192.3929447588,0,4,10,30
37897,0.01512,0.06862,0.06912,0.05084,0.06411,453.78123386232,18120.3239447036,3.44827586206896,3,60,150
16,0.00648,0.02053,0.02103,0.03009,0.06411,2753.98712501976,16510.5375174287,2.01005025125628,2,45,102
10,0.01971,0.05945,0.06176,0.04250,0.06425,1432.20974937497,7366.77391154816,3.17460317460317,5,144,372
492,0.01278,0.03297,0.00552,0.01396,0.05289,280.689448196,3430.21389706,0,2,5,12
22,0.04000,0.07686,0.08402,0.08821,0.06425,899.154652074458,7502.50997326795,1.55038759689923,6,157,498
17,0.00920,0.01238,0.01532,0.03041,0.06425,828.594248228655,6028.43964583524,1.33037694013304,7,129,348
24,0.00858,0.06791,0.05688,0.02922,0.06411,774.587950531622,5854.370829833,0.644122383252818,11,155,438
160,0.00973,0.06386,0.01964,0.03120,0.06411,47.055558,170.426529719,5.63380281690141,3,9,36
477,0.08920,0.08708,0.06999,0.07746,0.06436,0.023055574,0.060555604,20,1,3,6
186,0.04949,0.07830,0.08671,0.08274,0.06411,986.580358629161,3350.74181902213,3.3195020746888,3,64,183
292,0.01821,0.04829,0.03552,0.02865,0.06425,202.705197323417,919.36531279225,2.54237288135593,1,37,144
538,0.01391,0.06944,0.05613,0.01791,0.06411,1187.4566403742,2445.7405834458,0,1,19,60
569,0.00653,0.04261,0.00605,0.03188,0.06411,372.9324308215,1620.373472521,3.01204819277108,2,100,237
573,0.00824,0.02149,0.01130,0.01367,0.06421,235.477757223231,1821.41767182815,1.69491525423729,3,25,72
138,0.01434,0.04603,0.01685,0.01319,0.06425,28.4354896595,2167.524445664,5.88235294117647,2,8,24
557,0.00774,0.02149,0.01119,0.01915,0.06411,3133.24851951733,3676.56101896733,5.71428571428571,2,15,36
566,0.03059,0.08487,0.07458,0.07030,0.06425,741.63981498381,3947.94663378376,1.55239327296248,8,198,495
580,0.01434,0.07900,0.03155,0.03895,0.06411,311.485296566,311.496963242,0,1,1,6
582,0.00030,0.02149,0.00471,0.00843,0.01790,1282.467508374,9286.941407242,0,1,2,6
659,0.00066,0.00194,0.00167,0.00993,0.06411,760.2850696725,1148.97328781567,0,6,23,72
303,0.00045,0.00194,0.00011,0.00843,0.05148,76.693892644,167.309036825,0,1,4,12
661,0.00066,0.00194,0.00159,0.01514,0.06411,72.3041921625455,389.225278467091,0,3,26,66
159,0.01681,0.08234,0.04017,0.02247,0.06411,190.3790580988,464.707503126,10.3448275862069,4,8,30
567,0.00180,0.02149,0.00599,0.01914,0.06421,117.806093397467,305.1253897892,5.12820512820513,2,31,90
574,0.00231,0.03150,0.00933,0.01552,0.06421,1507.71273445167,3484.97018596133,0,4,16,33
570,0.00094,0.02149,0.00960,0.01226,0.06411,156.579028241,347.204724786,4.87804878048781,1,12,36
572,0.03759,0.06543,0.03348,0.07715,0.06411,1537.07050460788,3631.71781775702,3.04568527918782,10,103,285
193,0.00151,0.03177,0.00675,0.01594,0.06411,114.1301140952,413.4322782836,0,2,12,30
244,0.00994,0.06000,0.05414,0.02754,0.06411,1945.9692793532,9290.0205016164,0,1,14,30
39962,0.00060,0.04519,0.03255,0.00797,0.06411,347.4417236956,780.2123909788,0,3,10,30
6172,0.00634,0.03770,0.00690,0.03036,0.06411,742.564864763,18102.941806309,0,1,12,24
329,0.02427,0.06244,0.06689,0.07713,0.06411,0.129722326,18366.55417191,0,1,2,6
588,0.00098,0.02149,0.00356,0.00904,0.05148,1022.7937780928,8653.0871139008,9.67741935483871,2,12,30
587,0.00135,0.02149,0.00230,0.00219,0.06411,544.703335176,1234.1327226484,4.34782608695652,3,12,30
194,0.00144,0.03177,0.00480,0.00879,0.06411,12.235139077,137.754587937,11.7647058823529,1,4,12
660,0.00043,0.00194,0.00159,0.01185,0.06411,1333.780279202,1417.2361121,0,2,6,12
41742,0.00040,0.02149,0.00381,0.00033,0.06411,740.15001612,814.163351064,14.2857142857143,1,2,6
197,0.00675,0.03950,0.00754,0.05808,0.06425,202.114803332583,1038.78670201825,2.51046025104602,3,42,144
576,0.00052,0.03177,0.00457,0.00194,0.05148,23.902241344,260.689183218,0,1,2,6
487,0.00027,0.00194,0.00018,0.00012,0.01790,4520.261673276,4754.283890716,0,1,2,6
162,0.11006,0.09020,0.09942,0.09416,0.06436,8715.175558096,13713.819591189,0,1,4,12
229,0.01113,0.07144,0.06696,0.07884,0.06200,267.132780284,267.14166918,0,1,3,6
53446,0.00207,0.01238,0.00961,0.01042,0.06200,250.004002673909,10815.2170841616,0,1,52,132
330,0.00467,0.03770,0.00886,0.00537,0.06411,485.815004652,17501.249309755,9.09090909090909,1,6,12
38918,0.03973,0.08125,0.04508,0.09211,0.06425,1182.697640407,7017.9050280218,0,6,30,60
92,0.00753,0.04852,0.01313,0.00625,0.06200,38.0732655475,330.434583681,8.16326530612245,1,8,24
200,0.01315,0.07053,0.02531,0.03195,0.06411,108.3310419315,252.14732650675,4.16666666666667,3,9,48
445,0.04973,0.08242,0.07157,0.06286,0.06411,2048.6918364468,3093.4648351452,4.34782608695652,4,13,30
694,0.00876,0.07024,0.07230,0.02224,0.06200,2037.565017252,3933.263350344,0,1,2,6
147,0.01300,0.06624,0.08270,0.03248,0.06411,497.28670321825,1438.995696041,0,3,17,48
340,0.00311,0.04049,0.02486,0.00564,0.06200,119.364185358,119.462240992,0,1,1,6
21,0.00114,0.03486,0.01042,0.02234,0.06200,1181.01065215667,3256.311666916,7.40740740740741,2,8,18
280,0.01567,0.04644,0.01333,0.00682,0.06221,4758.393616226,6162.199459004,0,1,1,6
55498,0.01958,0.05440,0.02013,0.00938,0.06425,622.953342096,639.314863763,0,1,4,12
571,0.00887,0.04261,0.01731,0.01090,0.06425,1825.94107885482,3827.52888907671,3.46820809248555,4,39,96
53584,0.01365,0.07520,0.04327,0.00954,0.06411,653.875560256,15335.090574028,0,1,1,6
556,0.00369,0.04261,0.01590,0.01270,0.06411,228.205843098,1576.535013228,0,1,1,6
564,0.00030,0.02149,0.00230,0.00009,0.05148,336.887778488,1681.952501562,0,1,1,6
604,0.00070,0.02149,0.00979,0.00412,0.06200,443.128827530222,1052.384353226,6.2992125984252,1,22,54
597,0.00114,0.02149,0.00080,0.00282,0.06411,264.383241047333,1369.30574178533,0,2,8,18
603,0.00046,0.02149,0.00236,0.00370,0.06411,143.499883295143,853.627701086286,0,2,21,30
461,0.00214,0.02574,0.00873,0.00852,0.06411,1897.107084219,2229.730975207,0,1,8,24
414,0.02652,0.07740,0.09010,0.08807,0.06411,7.507228228,7673.814458696,0,1,2,6
313,0.00230,0.02574,0.00873,0.00862,0.06411,388.2694181622,531.44583417,0,1,27,60
312,0.00093,0.02574,0.00873,0.00859,0.06200,1006.797796016,1013.855282462,0,1,2,6
562,0.00795,0.02853,0.00815,0.03185,0.06411,3472.279457468,9832.667513334,11.7647058823529,1,2,6
64,0.03304,0.08007,0.07393,0.08100,0.06200,18.660279906,392.577870832667,6.25,2,6,18
177,0.00581,0.01020,0.01386,0.07383,0.06411,724.506392494,1314.529737046,0,1,3,6
537,0.00154,0.04103,0.01115,0.00158,0.06425,288.38194475,457.4305567,0,1,1,6
615,0.00039,0.02149,0.00327,0.00169,0.06411,1162.0893892804,3030.5846680944,0,2,13,24
356,0.01153,0.04655,0.01530,0.02007,0.06411,213.600300179385,271.986603045692,6.89655172413793,1,38,78
68,0.02240,0.07887,0.08386,0.01972,0.06221,19.324737682,24.645278294,0,1,2,6
52,0.00649,0.05168,0.00175,0.01885,0.06200,0,420.31111456,0,1,8,18
44,0.00284,0.02887,0.00873,0.00144,0.06200,307.98750639,1680.945556312,0,1,4,12
20,0.00458,0.01238,0.01532,0.02561,0.06221,537.777581701429,3619.28658901657,0,2,16,42
607,0.00108,0.02149,0.00230,0.00362,0.06411,119.977085715,375.69583389,4,2,19,33
578,0.00624,0.02149,0.00810,0.01499,0.06411,302.782320793176,1145.926536736,1.69491525423729,3,41,93
230,0.00251,0.05710,0.01180,0.02124,0.06200,74.5684279806667,4974.65139421,0,2,7,18
161,0.09194,0.08401,0.09710,0.08919,0.06436,1182.659167194,8108.1321544835,2.56410256410256,4,21,48
38,0.14238,0.08894,0.09919,0.09805,0.06436,1345.489445636,1491.218613686,7.27272727272727,2,17,36
6968,0.06664,0.08915,0.08905,0.09295,0.06421,384.169246167143,933.064008330572,3.07692307692308,3,20,42
636,0.01116,0.03717,0.01981,0.02574,0.06411,1676.762794388,1676.78057218,9.52380952380952,1,1,6
144,0.00827,0.06139,0.05525,0.00352,0.06411,42.684167214,297.699169626,0,1,8,24
463,0.00774,0.01130,0.00415,0.01574,0.06411,835.575571216,835.59446012,0,1,1,6
447,0.02648,0.08471,0.08051,0.01400,0.06425,27.7271140928,39.0948338892,0,1,7,30
529,0.03262,0.08031,0.09493,0.07493,0.06221,961.907594118667,1067.03907650533,0,2,7,18
594,0.01903,0.06879,0.04486,0.03463,0.06411,750.097918345,5666.01944606,0,3,16,27
599,0.00105,0.02149,0.00907,0.00099,0.06200,406.673202983,6837.472785356,11.1111111111111,1,6,12
365,0.00065,0.02689,0.00939,0.00097,0.06242,2181.61807285,11583.946679424,0,1,4,6
13,0.00221,0.01238,0.01532,0.00967,0.06200,67.188337164,3535.5663355464,0,1,10,30
459,0.01278,0.07461,0.06704,0.00615,0.06411,780.393892404,895.805284022,0,2,5,18
71751,0.00104,0.01238,0.01532,0.00877,0.06221,1257.0598922968,1592.8486699056,0,4,13,30
379,0.00294,0.01502,0.01518,0.00114,0.06200,0.613056046,0.62222272,0,1,3,6
249,0.06071,0.08849,0.09062,0.08123,0.06436,868.252642291,4130.415835266,0,2,9,24
23,0.01413,0.06568,0.08147,0.07727,0.06425,284.80694669,770.5077103395,0,3,9,24
238,0.02252,0.05552,0.03292,0.04212,0.06411,2394.866392462,4342.0258911496,0,3,10,30
608,0.00046,0.02149,0.00230,0.00362,0.06200,9.378618614,62.680002144,10.5263157894737,1,5,12
584,0.00570,0.02149,0.00668,0.03953,0.06200,173.3997935865,1140.7397922585,0,1,17,48
5,0.09903,0.08426,0.09324,0.09449,0.06436,152.965146061,787.612367201,0,1,6,12
72282,0.01377,0.05461,0.03536,0.01650,0.06221,164.614590225,2136.864445136,5.12820512820513,2,4,12
133,0.01323,0.06255,0.06824,0.00592,0.06421,0.709167234,2545.131112016,0,1,3,6
216,0.01433,0.07278,0.06942,0.07515,0.06200,3179.6306127356,5814.22916781,0,5,12,30
135,0.01296,0.06231,0.06491,0.03258,0.05325,109.20973279,210.63195935,0,1,1,6
483,0.00619,0.00487,0.00359,0.01621,0.06411,25.632640195,28.97361509,0,1,5,12
75,0.00347,0.00839,0.00088,0.03910,0.06200,0,12.836945114,0,1,4,12
54944,0.00633,0.01005,0.00352,0.02568,0.05148,5008.488068746,5008.49445764,0,1,2,6
64630,0.00670,0.00115,0.00174,0.07304,0.06200,2.986669056,16144.767513414,0,1,3,6
201,0.08401,0.07729,0.08688,0.07198,0.06411,75.514169478,3092.192516154,0,1,1,6
25,0.00122,0.01238,0.01454,0.00732,0.06425,-16.250831934,347.2913236775,4.25531914893617,3,8,21
74243,0.00084,0.00263,0.00075,0.00439,0.06200,541.147788296,544.25556856,0,1,3,6
655,0.00050,0.02149,0.00030,0.00235,0.06411,3775.67031811086,5663.528651788,3.73831775700935,1,42,81
55548,0.01361,0.06371,0.06351,0.07418,0.06200,511.718339508,13290.353348016,0,1,3,6
78015,0.00311,0.02149,0.01437,0.01049,0.06411,3922.774175286,4259.781120536,19.0476190476191,1,2,6
14,0.00092,0.01238,0.01042,0.00877,0.06411,58.5957428173333,492.637963473333,0,2,15,33
498,0.05243,0.07698,0.07791,0.09002,0.06411,7398.004727026,11976.527222644,0,1,3,6
466,0.00960,0.07955,0.06695,0.07737,0.06411,34.498480621,4964.614868003,0,2,6,12
11,0.00510,0.01947,0.02201,0.00992,0.06425,0.250463163333333,88.89444516,0,2,8,18
246,0.00904,0.05165,0.02911,0.00900,0.06411,153.264030389,1530.9695146645,8.88888888888889,3,10,21
72759,0.00003,0.02149,0.00230,0.00009,0.05148,4668.636676776,5366.464178238,0,1,3,6
259,0.01485,0.03830,0.03279,0.07909,0.06411,85.8689598285,2908.537362341,0,3,19,39
77052,0.00167,0.02149,0.00322,0.00840,0.06411,2.142501714,284.71529435,0,1,2,6
651,0.00231,0.02149,0.01388,0.00393,0.06411,21.994184262,687.00834534,0,1,2,3
15400,0.00004,0.02149,0.00372,0.00068,0.05199,69.500285378,382.493341728,0,1,5,6
88614,0.01028,0.00559,0.00404,0.07304,0.06200,222.220597471714,2140.88765989743,10.1694915254237,2,9,21
523,0.03017,0.07063,0.07983,0.07943,0.06221,0.549722662,3850.457230588,20,1,2,3
100,0.14067,0.08566,0.08718,0.09924,0.06436,61.4021697084,644.2049452484,0,1,9,15
73605,0.00675,0.01500,0.00892,0.07304,0.06221,7.88658038333333,1252.19870706267,0,3,8,9
