Assignee,L1,L2 - D1,L2 - D2,L3,L4,Avg Fixed,Avg Closed,Avg Reopened,Total Components,Priority Points,Severity Points
707,0.09677,0.09065,0.09812,0.08263,0.07858,0,13505.37640279,0,1,3,6
258,0.11566,0.08912,0.09574,0.09664,0.07830,744.615258443628,11781.7355042969,1.50093808630394,9,110,258
375,0.12930,0.08944,0.09759,0.09600,0.07854,980.114314906267,12505.9455419431,4.7569803516029,11,159,360
60,0.13267,0.09027,0.09975,0.09765,0.07858,457.173406410217,14038.6328365114,3.23851203501094,10,472,1050
285,0.12728,0.09043,0.09633,0.09711,0.07854,778.87443732639,10806.134756539,1.36986301369863,20,365,924
82,0.11517,0.09008,0.09802,0.09550,0.07854,2682.7185590104,13118.809166994,7.54716981132076,3,12,30
145,0.09493,0.08158,0.08145,0.09725,0.07830,682.8925555656,11386.3904649352,1.9704433497537,8,398,900
183,0.13905,0.09062,0.10055,0.09806,0.07858,122.3200713005,2846.1357655975,0,3,13,24
155,0.07942,0.07606,0.07770,0.09362,0.07854,924.859983150892,5069.46662844305,0,3,134,390
77,0.04062,0.07947,0.07248,0.06957,0.07830,283.103176171429,17326.0470646726,0,4,21,42
1310,0.09791,0.08796,0.09429,0.09703,0.07854,605.936872148824,11903.0239427946,1.25628140703518,8,411,990
310,0.08826,0.08846,0.09261,0.09494,0.07830,678.254697215486,9511.24422074106,2.79255319148936,13,390,864
664,0.10977,0.09067,0.09871,0.09674,0.07854,787.0539591765,10243.7559041825,5.47945205479452,3,11,24
416,0.04028,0.08225,0.08332,0.08314,0.07854,1637.81247590654,20891.7293945956,0,2,29,66
944,0.12144,0.08911,0.09926,0.09672,0.07854,2843.79632200717,14508.4098186666,1.67130919220056,11,82,174
380,0.12089,0.08998,0.10116,0.09683,0.07854,84.3016930332727,11081.1806328395,3.44827586206896,6,22,66
1344,0.09852,0.08930,0.09453,0.09231,0.07854,97.95694601,10607.015851746,0,1,3,6
136,0.12748,0.08912,0.09795,0.09784,0.07854,741.929383750186,13610.8135109765,2.58064516129032,16,498,1098
504,0.12141,0.08935,0.09759,0.09610,0.07854,318.661054633858,14426.5585422891,2.72011453113815,17,304,678
320,0.05074,0.07711,0.07481,0.07527,0.07834,1005.40280015616,14617.9572149623,1.06571936056838,2,104,228
42,0.13791,0.09002,0.09787,0.09884,0.07858,405.578828592807,13054.1758765575,3.51421188630491,10,394,966
166,0.11744,0.09027,0.09409,0.09621,0.07858,256.71524438369,13476.3093680636,2.72479564032697,5,119,348
173,0.09343,0.08860,0.09298,0.09450,0.07854,394.123822627341,13446.2541005821,1.04602510460251,5,250,528
2,0.12598,0.09086,0.10074,0.09079,0.07854,2888.76873518289,12152.2611730484,4.25531914893617,4,22,54
18,0.10218,0.08987,0.09553,0.09183,0.07854,705.96229621779,8725.3031730519,6.09137055837564,8,54,114
191,0.03053,0.07859,0.07611,0.03856,0.07830,3.353891572,9482.26666848,0,1,2,6
256,0.10566,0.08669,0.09207,0.09615,0.07854,1115.42755904983,11446.9255278782,2.48704663212435,11,191,480
205,0.03372,0.06407,0.06896,0.08142,0.07651,1478.35264270854,4598.09425713487,3.26975476839237,2,94,222
221,0.01620,0.05212,0.04969,0.07847,0.07720,777.942646843,14288.168478757,0,1,4,12
164,0.08958,0.08685,0.08706,0.09370,0.07854,521.184289774705,11514.9587690519,1.6489988221437,10,214,528
158,0.12248,0.08912,0.09655,0.09654,0.07830,236.949388013788,13129.4268437798,2.94117647058823,11,292,678
190,0.09610,0.08779,0.09097,0.09715,0.07854,887.345654011708,11521.3164482592,2.03873598369011,12,526,1152
500,0.12667,0.08601,0.09672,0.09749,0.07830,651.558455537363,13062.3422649673,2.7060270602706,11,497,1092
168,0.12890,0.08951,0.09825,0.09866,0.07858,283.826464798545,12565.1417564941,2.36593059936909,3,204,594
254,0.11598,0.09043,0.09879,0.09655,0.07830,391.433889350286,10234.8975203307,1.42857142857143,9,36,84
251,0.02306,0.07794,0.05806,0.06704,0.07648,5419.7222930445,19212.3888892,8.10810810810811,2,13,24
1265,0.05015,0.07892,0.08544,0.08727,0.07830,769.451806717,7964.47917345,13.3333333333333,2,6,12
253,0.13231,0.08967,0.09476,0.09832,0.07858,497.829856388023,11673.2525585813,2.28611014894354,16,693,1566
267,0.02534,0.07741,0.04774,0.08143,0.07854,27.3796138148,16206.9032794604,0,3,14,30
167,0.08318,0.07713,0.08755,0.09620,0.07854,912.847688021941,13867.5027860205,3.17460317460317,4,171,408
306,0.03151,0.07284,0.07912,0.07025,0.07830,145.085556424,7464.022916685,0,2,5,12
1918,0.00213,0.05697,0.05033,0.00767,0.07543,397.018889704,2002.47500838,7.40740740740741,1,6,12
1060,0.02792,0.06878,0.06238,0.01141,0.00664,167.128342236,7244.1111176,0,2,2,12
187,0.04321,0.07609,0.07510,0.08223,0.07830,1498.71521608822,14250.2900944247,3.63636363636364,5,19,54
988,0.04941,0.07866,0.08309,0.06661,0.07675,1055.834463512,14819.080286642,9.09090909090909,1,3,6
270,0.10279,0.08499,0.08854,0.09723,0.07830,467.477926705972,9022.45549307425,1.73661360347323,5,177,426
1090,0.02014,0.06878,0.02908,0.06147,0.07394,2431.79866044633,8794.34148335467,3.07692307692308,2,13,36
51,0.06516,0.07093,0.05964,0.09511,0.07854,530.377411772636,12648.4522391281,2.7190332326284,4,165,396
338,0.01224,0.07453,0.05691,0.00583,0.07394,6913.111250889,6914.930696789,0,1,6,12
218,0.00619,0.05663,0.05898,0.00319,0.07394,511.7500062,6217.01111192,0,1,3,6
182,0.15559,0.09110,0.10206,0.09928,0.07858,566.1921533315,5488.0560425115,5.16129032258065,7,39,96
36,0.10682,0.08973,0.09778,0.09654,0.07858,21.023350152,12839.20696301,0,1,2,6
142,0.05826,0.08698,0.08507,0.08051,0.07854,186.258634466167,10353.6996880598,1.00502512562814,4,62,144
78,0.07915,0.08641,0.09271,0.08966,0.07830,1328.69523203767,11677.6481494667,0,3,20,36
215,0.07001,0.08424,0.09127,0.09008,0.07854,1277.87317011553,9082.2824567471,2.61865793780687,13,141,306
83,0.09270,0.08408,0.08751,0.09646,0.07830,906.527615199104,9679.34328601869,3.47826086956522,8,74,174
185,0.13055,0.08898,0.09786,0.09657,0.07854,442.502954743763,11624.3045494841,2.9146426092991,16,323,810
19,0.00020,0.03568,0.00160,0.00933,0.07543,115.283070982,356.410016328,0,1,2,6
242,0.01190,0.03647,0.02161,0.06451,0.07394,53260.752503802,61484.269182882,0,1,3,6
1900,0.07489,0.08972,0.09521,0.09364,0.07854,321.8048334972,7692.1645563272,3.20855614973262,8,26,90
1040,0.02164,0.06839,0.04790,0.01156,0.07567,11946.520292594,11946.578903752,0,1,3,6
132,0.06046,0.07603,0.06202,0.09455,0.07854,11217.9812978813,49598.0771344913,0,2,7,18
324,0.12485,0.09091,0.10093,0.09776,0.07854,4106.732779964,4247.243351928,0,1,3,6
71697,0.01894,0.06878,0.02847,0.02072,0.07394,37103.881685772,42174.577227484,0,1,2,6
223,0.03704,0.08327,0.07894,0.05065,0.07543,2861.65417119,2861.658615638,0,1,4,6
759,0.01974,0.07245,0.01958,0.07224,0.07796,1404.612787868,1418.685557704,0,1,2,6
126,0.08924,0.08585,0.09159,0.09444,0.07854,1058.61759468667,18799.968892064,0,4,17,36
131,0.06562,0.08316,0.08487,0.09134,0.07830,241.35628662421,10834.1675877692,0.826446280991735,5,40,114
332,0.02120,0.04954,0.04236,0.05598,0.07830,1061.404448768,23194.767779992,0,2,9,18
527,0.08798,0.08507,0.09000,0.09691,0.07830,487.887609636535,9748.59336087907,2.36220472440945,16,208,426
140,0.07046,0.08460,0.08202,0.08933,0.07854,151.357210773917,10099.8821667324,1.58730158730159,9,325,720
41,0.06386,0.08150,0.08006,0.08543,0.07854,171.448241366,13074.7023354195,4.25531914893617,3,58,162
32006,0.07948,0.07857,0.08260,0.09533,0.07854,2012.17506858937,10182.4166553872,1.91637630662021,5,216,438
685,0.08395,0.07938,0.08003,0.09513,0.07854,1332.60714767546,11038.8239316677,1.51843817787419,8,207,468
146,0.08575,0.08765,0.09423,0.09080,0.07854,416.614134860539,9990.70748417112,1.19581464872945,6,128,312
129,0.09463,0.08922,0.09341,0.08628,0.07854,444.385416975,26624.912368241,14.2857142857143,2,5,12
148,0.07983,0.08671,0.08647,0.09340,0.07854,737.158308884956,9266.02085800292,1.89655172413793,12,308,678
99,0.07491,0.08466,0.08378,0.08895,0.07854,670.662702695818,9422.37434446109,0,8,29,66
284,0.06497,0.07377,0.07777,0.09049,0.07854,889.520878426438,9357.09638365213,2.51798561151079,9,286,630
31759,0.01688,0.03980,0.01760,0.06812,0.07854,515.875676182302,17841.2381343171,1.49532710280374,1,135,318
195,0.02494,0.08251,0.07642,0.06960,0.07543,733.97361461,6163.9000561156,0,3,15,30
26880,0.01587,0.07298,0.06451,0.06021,0.07543,0,49627.089459716,0,1,3,6
496,0.02122,0.03980,0.01760,0.08152,0.07854,865.012991300366,14120.2405640607,1.28504672897196,2,492,984
54,0.09445,0.08206,0.08756,0.09527,0.07854,483.177961284117,9217.02222768812,1.86379928315412,8,269,618
282,0.02159,0.06072,0.06226,0.07765,0.07830,1740.983889676,10593.0563625962,0,2,25,60
283,0.03189,0.06137,0.06551,0.08317,0.07854,479.6630003704,10113.6959815583,4.45544554455446,4,81,180
88457,0.06611,0.08862,0.08845,0.08151,0.07854,963.250095192667,9249.044584169,0,3,18,36
196,0.03654,0.07938,0.07208,0.07151,0.07854,1369.46445453248,9344.48670514952,1.0958904109589,3,81,174
192,0.07550,0.08953,0.09240,0.08610,0.07830,665.447692481231,9362.5017379239,1.90476190476191,3,94,234
226,0.01670,0.05212,0.04427,0.06887,0.07394,1391.221129688,11329.553612354,0,1,3,6
143,0.05612,0.08215,0.08699,0.07635,0.07854,115.779198420889,9875.53895131511,1.76991150442478,2,25,54
9030,0.02955,0.06236,0.06798,0.03403,0.07796,1396.496114708,9700.61528147,8,1,6,12
497,0.02817,0.06464,0.05546,0.07405,0.07830,2159.9810464515,13972.3688229395,4.76190476190476,2,12,24
290,0.02176,0.05803,0.03032,0.08117,0.07648,242.849371603474,8942.9464335899,2.75229357798165,1,52,114
286,0.07910,0.08291,0.08921,0.08278,0.07854,406.211406658,9641.866125404,0,1,3,6
309,0.03520,0.07858,0.06877,0.07324,0.07830,540.786852481333,9761.380417771,2.77777777777778,4,19,36
50,0.09695,0.08705,0.09172,0.09130,0.07830,818.426113052,9647.89585245,0,1,3,6
227,0.05357,0.08007,0.08484,0.07689,0.07830,141.80140633,9095.202518562,0,1,3,6
225,0.02365,0.07546,0.06015,0.07193,0.07796,896.553895732,8645.770560172,0,1,3,6
307,0.00338,0.05697,0.02358,0.03230,0.05945,4440.91805629,8639.57362997,12.5,1,4,6
544,0.01316,0.03374,0.03245,0.04973,0.07648,2382.4564586985,8079.564862363,1.69491525423729,2,31,72
315,0.00140,0.01325,0.01597,0.00440,0.07394,7845.602517282,14278.736684856,0,1,3,6
107,0.00682,0.05477,0.03006,0.05282,0.07648,167.51806477,25116.608194931,0,1,5,12
298,0.00987,0.05697,0.04226,0.06451,0.07394,6723.886391998,16828.06666992,7.14285714285714,1,2,6
378,0.01677,0.07519,0.07284,0.00827,0.07648,12177.038618342,12386.99166906,0,1,3,6
